(1)
position 10000 1 -1 
rotation 0 4.71 0 
scale 0.002 0.001 0.002
(2)
position 10000 1 -1 
rotation 0 4.71 0 
scale 0.002 0.001 0.002
(3)
position 10000 1 -1 
rotation 0 4.71 0 
scale 0.002 0.001 0.002
(4)
position 10000 1 -1 
rotation 0 4.71 0 
scale 0.002 0.001 0.002
(5)
position 10000 1 -1 
rotation 0 4.71 0 
scale 0.002 0.001 0.002
(6)
position 10000 1 -1 
rotation 0 4.71 0 
scale 0.002 0.001 0.002
(7)
position 10000 1 -1 
rotation 0 4.71 0 
scale 0.002 0.001 0.002
(8)
position 10000 1 -1 
rotation 0 4.71 0 
scale 0.002 0.001 0.002
(9)
position 10000 1 -1 
rotation 0 4.71 0 
scale 0.002 0.001 0.002
(10)
position 10000 1 -1 
rotation 0 4.71 0 
scale 0.002 0.001 0.002
(11)
position 10000 1 -1 
rotation 0 4.71 0 
scale 0.002 0.001 0.002
(12)
position 10000 1 -1 
rotation 0 4.71 0 
scale 0.002 0.001 0.002
(13)
position 10000 1 -1 
rotation 0 4.71 0 
scale 0.002 0.001 0.002
(14)
position 10000 1 -1 
rotation 0 4.71 0 
scale 0.002 0.001 0.002
(15)
position 10000 1 -1 
rotation 0 4.71 0 
scale 0.002 0.001 0.002
(16)
position 10000 1 -1 
rotation 0 4.71 0 
scale 0.002 0.001 0.002
(17)
position 10000 1 -1 
rotation 0 4.71 0 
scale 0.002 0.001 0.002
(18)
position 10000 1 -1 
rotation 0 4.71 0 
scale 0.002 0.001 0.002
(19)
position 10000 1 -1 
rotation 0 4.71 0 
scale 0.002 0.001 0.002
(20)
position 10000 1 -1 
rotation 0 4.71 0 
scale 0.002 0.001 0.002
(21)
position 10000 1 -1 
rotation 0 4.71 0 
scale 0.002 0.001 0.002
(22)
position 10000 1 -1 
rotation 0 4.71 0 
scale 0.002 0.001 0.002
(23)
position 10000 1 -1 
rotation 0 4.71 0 
scale 0.002 0.001 0.002
(24)
position 10000 1 -1 
rotation 0 4.71 0 
scale 0.002 0.001 0.002
(25)
position 10000 1 -1 
rotation 0 4.71 0 
scale 0.002 0.001 0.002
(26)
position 10000 1 -1 
rotation 0 4.71 0 
scale 0.002 0.001 0.002
(27)
position 10000 1 -1 
rotation 0 4.71 0 
scale 0.002 0.001 0.002
(28)
position 10000 1 -1 
rotation 0 4.71 0 
scale 0.002 0.001 0.002
(29)
position 10000 1 -1 
rotation 0 4.71 0 
scale 0.002 0.001 0.002
(30)
position 10000 1 -1 
rotation 0 4.71 0 
scale 0.002 0.001 0.002
