(1)
position 0 1 -1 
rotation 0 0 0 
scale 0 0 0
(2)
position 20 1 -1 
rotation 0 0 0 d
scale 0 0 0
(3)
position 50 1 -1 
rotation 0 0 0 
scale 0 0 0
(4)
position 85 1 -1 
rotation 0 0 0 
scale 0 0 0
(5)
position 150 1 -1 
rotation 0 0 0
scale 0 0 0
(6)
position 210 1 -1 
rotation 0 0 0 
scale 0 0 0
(7)
position 232 1 -1 
rotation 0 0 0 
scale 0 0 0
(8)
position 265 1 -1 
rotation 0 0 0 d
scale 0 0 0
(9)
position 303 1 -1 
rotation 0 0 0 
scale 0 0 0
(10)
position 345 1 -1 
rotation 0 0 0 
scale 0 0 0
(11)
position 360 1 -1 
rotation 0 0 0 d
scale 0 0 0
(12)
position 395 1 -1 
rotation 0 0 0 
scale 0 0 0
(13)
position 413 1 -1 
rotation 0 0 0 
scale 0 0 0
(14)
position 430 1 -1 
rotation 0 0 0 d
scale 0 0 0
(15)
position 460 1 -1 
rotation 0 0 0 
scale 0 0 0
(16)
position 483 1 -1 
rotation 0 0 0 
scale 0 0 0
(17)
position 515 1 -1 
rotation 0 0 0 d
scale 0 0 0
(18)
position 532 1 -1 
rotation 0 0 0 
scale 0 0 0
(19)
position 554 1 -1 
rotation 0 0 0 
scale 0 0 0
(20)
position 586 1 -1 
rotation 0 0 0 d
scale 0 0 0
(21)
position 615 1 -1 
rotation 0 0 0 
scale 0 0 0
(22)
position 660 1 -1 
rotation 0 0 0 
scale 0 0 0
(23)
position 695 1 -1 da
rotation 0 0 0
scale 0 0 0
(24)
position 713 1 -1 
rotation 0 0 0 
scale 0 0 0
(25)
position 731 1 -1 
rotation 0 0 0 
scale 0 0 0
(26)
position 780 1 -1 
rotation 0 0 0 d
scale 0 0 0
(27)
position 821 1 -1 
rotation 0 0 0 
scale 0 0 0
(28)
position 845 1 -1 
rotation 0 0 0 
scale 0 0 0
(29)
position 875 1 -1 
rotation 0 0 0 d
scale 0 0 0
(30)
position 930 1 -1 
rotation 0 0 0 
scale 0 0 0
(31)
position 10000 1 -1 
rotation 0 0 0 
scale 0 0 0
(32)
position 10000 1 -1 
rotation 0 0 0 d
scale 0 0 0
(33)
position 10000 1 -1 
rotation 0 0 0 
scale 0 0 0
(34)
position 10000 1 -1 
rotation 0 0 0 
scale 0 0 0
(35)
position 10000 1 -1 
rotation 0 0 0 d
scale 0 0 0
(36)
position 10000 1 -1 
rotation 0 0 0 
scale 0 0 0
(37)
position 10000 1 -1 
rotation 0 0 0 
scale 0 0 0
(38)
position 10000 1 -1 
rotation 0 0 0 d
scale 0 0 0
(39)
position 10000 1 -1 
rotation 0 0 0 
scale 0 0 0
(40)
position 10000 1 -1 
rotation 0 0 0 
scale 0 0 0
