(1)
position 520 0.1 -1 
rotation 0 0 0 
scale 0.02 0.01 0.01
(2)
position 528 0.1 -1 
rotation 0 0 0 
scale 0.05 0.01 0.01
(3)
position 540 0.1 -1 
rotation 0 0 0 
scale 0.1 0.01 0.01
(4)
position 550 0.1 -1 
rotation 0 0 0 
scale 0.1 0.01 0.01
(5)
position 560 0.1 -1 a
rotation 0 0 0 
scale 0.1 0.01 0.01
(6)
position 570 0.1 -1 
rotation 0 0 0 
scale 0.1 0.01 0.01
(7)
position 580 0.1 -1 
rotation 0 0 0 
scale 0.1 0.01 0.01
(8)
position 593 0.1 -1 
rotation 0 0 0 
scale 0.03 0.01 0.01
(9)
position 599 0.1 -1 
rotation 0 0 0 
scale 0.03 0.01 0.01
(10)
position 608 0.1 -1 
rotation 0 0 0 
scale 0.1 0.01 0.01
(11)
position 750 0.1 -1 
rotation 0 0 0 
scale 0.1 0.01 0.01
(12)
position 760 0.1 -1 
rotation 0 0 0 
scale 0.1 0.01 0.01
(13)
position 770 0.1 -1 
rotation 0 0 0 
scale 0.1 0.01 0.01
